performance_id,campaign_id,date,impressions,clicks,leads,conversions,marketing_cost
MP013982,CMP039,2025-04-22,18667,1175,189,47,10209
MP013983,CMP039,2025-04-23,14751,868,258,61,23947
MP013984,CMP039,2025-04-24,42788,1671,546,92,22435
MP013985,CMP039,2025-04-25,46567,3220,899,287,21562
MP013986,CMP039,2025-04-26,42912,3022,467,71,6020
MP013987,CMP039,2025-04-27,31208,1919,634,150,10899
MP013988,CMP039,2025-04-28,39749,2205,475,126,11411
MP013989,CMP039,2025-04-29,7096,301,56,11,18934
MP013990,CMP039,2025-04-30,11764,495,171,23,19161
MP013991,CMP039,2025-05-01,20306,1317,206,49,10304
MP013992,CMP039,2025-05-02,37545,1817,633,98,5959
MP013993,CMP039,2025-05-03,7954,606,174,69,16453
MP013994,CMP039,2025-05-04,8469,262,80,27,14627
MP013995,CMP039,2025-05-05,5305,332,78,26,19511
MP013996,CMP039,2025-05-06,36043,2819,507,62,13604
MP013997,CMP039,2025-05-07,38280,2278,640,89,16405
MP013998,CMP039,2025-05-08,44162,984,336,78,13691
MP013999,CMP039,2025-05-09,16184,1226,394,76,23223
MP014000,CMP039,2025-05-10,34302,1843,600,71,15102
MP014001,CMP039,2025-05-11,11864,551,145,20,13528
MP014002,CMP039,2025-05-12,5415,370,121,41,20989
MP014003,CMP039,2025-05-13,42773,2285,775,278,7540
MP014004,CMP039,2025-05-14,26185,1952,497,90,9384
MP014005,CMP039,2025-05-15,43766,1344,303,88,24081
MP014006,CMP039,2025-05-16,7219,465,77,19,23175
MP014007,CMP039,2025-05-17,39308,1940,636,66,15097
MP014008,CMP039,2025-05-18,36305,2379,709,130,12528
MP014009,CMP039,2025-05-19,5751,434,139,32,20431
MP014010,CMP039,2025-05-20,47016,3382,609,138,8357
MP014011,CMP039,2025-05-21,25607,1852,572,104,21426
MP014012,CMP039,2025-05-22,24790,778,235,71,21067
MP014013,CMP039,2025-05-23,34931,1837,327,87,16014
MP014014,CMP039,2025-05-24,20860,1327,342,86,17290
MP014015,CMP039,2025-05-25,33885,1815,447,151,11749
MP014016,CMP039,2025-05-26,49818,2811,524,148,14717
MP014017,CMP039,2025-05-27,20502,1223,200,61,8720
MP014018,CMP039,2025-05-28,11186,637,189,55,17174
MP014019,CMP039,2025-05-29,14060,599,98,37,21194
MP014020,CMP039,2025-05-30,12711,694,237,86,14856
MP014021,CMP039,2025-05-31,37157,1414,373,89,13127
MP014022,CMP039,2025-06-01,22883,874,175,37,7877
MP014023,CMP039,2025-06-02,5659,175,31,3,10424
MP014024,CMP039,2025-06-03,48124,3242,1021,205,8841
MP014025,CMP039,2025-06-04,22559,1621,277,61,7508
MP014026,CMP039,2025-06-05,8488,212,36,14,9234
MP014027,CMP039,2025-06-06,7978,571,95,29,19855
MP014028,CMP039,2025-06-07,25021,1457,350,124,23353
MP014029,CMP039,2025-06-08,11110,542,168,46,23633
MP014030,CMP039,2025-06-09,33586,868,280,63,9242
MP014031,CMP039,2025-06-10,17374,1372,233,46,7219
MP014032,CMP039,2025-06-11,16325,589,129,46,10049
MP014033,CMP039,2025-06-12,22213,1422,217,86,5821
MP014034,CMP039,2025-06-13,37640,928,288,51,20117
MP014035,CMP039,2025-06-14,38908,2264,568,124,11326
MP014036,CMP039,2025-06-15,31851,2058,455,86,15815
MP014037,CMP039,2025-06-16,22990,824,202,63,20132
MP014038,CMP039,2025-06-17,8981,355,102,29,8541
MP014039,CMP039,2025-06-18,46241,2228,755,277,14575
MP014040,CMP039,2025-06-19,31115,1452,440,77,5049
MP014041,CMP039,2025-06-20,36705,1447,452,83,9310
MP014042,CMP039,2025-06-21,20433,645,208,23,21671
MP014043,CMP039,2025-06-22,31885,2054,431,96,14914
MP014044,CMP039,2025-06-23,23129,1179,235,79,16793
MP014045,CMP039,2025-06-24,8066,442,88,26,5667
MP014046,CMP039,2025-06-25,18181,1414,376,86,24502
MP014047,CMP039,2025-06-26,37873,945,176,52,14933
MP014048,CMP039,2025-06-27,23251,468,89,22,21958
MP014049,CMP039,2025-06-28,18118,1221,360,52,17403
MP014050,CMP039,2025-06-29,41187,1953,608,135,8564
MP014051,CMP039,2025-06-30,49869,3776,866,320,24643
MP014052,CMP039,2025-07-01,8619,442,102,24,15691
MP014053,CMP039,2025-07-02,10370,561,114,42,24844
MP014054,CMP039,2025-07-03,15927,728,113,38,5690
MP014055,CMP039,2025-07-04,40380,1336,327,119,21959
MP014056,CMP039,2025-07-05,14604,303,106,11,5451
MP014057,CMP039,2025-07-06,49691,3600,716,223,20485
MP014058,CMP039,2025-07-07,40149,837,232,84,23096
MP014059,CMP039,2025-07-08,14104,922,206,47,15291
MP014060,CMP039,2025-07-09,46387,2211,434,44,24975
MP014061,CMP039,2025-07-10,14662,445,89,13,8963
MP014062,CMP039,2025-07-11,13374,793,258,38,18065
MP014063,CMP039,2025-07-12,45857,1002,202,70,15493
MP014064,CMP039,2025-07-13,40161,1692,342,125,9898
MP014065,CMP039,2025-07-14,19918,738,236,41,12389
MP014066,CMP039,2025-07-15,24986,1029,189,35,7339
MP014067,CMP039,2025-07-16,30686,2353,381,104,12021
MP014068,CMP039,2025-07-17,41450,2979,529,117,22802
MP014069,CMP039,2025-07-18,43280,3301,772,215,10464
MP014070,CMP039,2025-07-19,48939,1650,356,122,11276
MP014071,CMP039,2025-07-20,13316,446,130,32,18925
MP014072,CMP039,2025-07-21,30899,861,283,102,23581
MP014073,CMP039,2025-07-22,34144,1014,163,48,8073
MP014074,CMP039,2025-07-23,38359,2405,460,83,8634
MP014075,CMP039,2025-07-24,20721,878,245,64,10851
MP014076,CMP039,2025-07-25,10287,471,114,33,14893
MP014077,CMP039,2025-07-26,21866,1351,269,45,20665
MP014078,CMP039,2025-07-27,6827,501,81,16,21905
MP014079,CMP039,2025-07-28,45005,3509,1159,367,13630
MP014080,CMP039,2025-07-29,21662,771,159,57,16247
MP014081,CMP039,2025-07-30,45194,2756,618,69,12155
MP014082,CMP039,2025-07-31,37218,1780,530,146,6710
MP014083,CMP039,2025-08-01,39384,1655,472,115,12284
MP014084,CMP039,2025-08-02,14506,1041,168,64,6710
MP014085,CMP039,2025-08-03,31224,1973,297,111,23046
MP014086,CMP039,2025-08-04,21156,427,145,43,20974
MP014087,CMP039,2025-08-05,20936,1308,391,100,16908
MP014088,CMP039,2025-08-06,38275,2222,630,195,19475
MP014089,CMP039,2025-08-07,36884,1120,354,128,15393
MP014090,CMP039,2025-08-08,35658,1672,365,65,15891
MP014091,CMP039,2025-08-09,19574,1418,320,95,24327
MP014092,CMP039,2025-08-10,7442,242,51,14,6835
MP014093,CMP039,2025-08-11,26398,1421,361,122,20024
MP014094,CMP039,2025-08-12,29891,2157,376,115,10530
MP014095,CMP039,2025-08-13,35365,1197,218,26,20119
MP014096,CMP039,2025-08-14,44688,3481,932,172,14170
MP014097,CMP039,2025-08-15,40452,956,290,107,16572
MP014098,CMP039,2025-08-16,15372,470,103,18,19894
MP014099,CMP039,2025-08-17,26477,1402,269,83,13042
MP014100,CMP039,2025-08-18,34269,1304,222,32,20594
MP014101,CMP039,2025-08-19,6490,161,31,10,15524
MP014102,CMP039,2025-08-20,46815,2288,513,151,19898
MP014103,CMP039,2025-08-21,35121,1907,531,116,17070
MP014104,CMP039,2025-08-22,12332,290,99,22,19853
MP014105,CMP039,2025-08-23,24901,1106,231,88,23469
MP014106,CMP039,2025-08-24,7782,557,173,48,9078
MP014107,CMP039,2025-08-25,31120,1621,564,181,22018
MP014108,CMP039,2025-08-26,38767,989,208,22,10429
MP014109,CMP039,2025-08-27,23767,1653,316,59,5063
MP014110,CMP039,2025-08-28,5636,398,86,15,14917
MP014111,CMP039,2025-08-29,12907,804,242,39,15490
MP014112,CMP039,2025-08-30,25511,1912,295,54,11360
MP014113,CMP039,2025-08-31,8589,406,125,12,11238
MP014114,CMP039,2025-09-01,29194,1134,222,35,13168
MP014115,CMP039,2025-09-02,33902,2184,439,70,9948
MP014116,CMP039,2025-09-03,42433,2360,761,253,5944
MP014117,CMP039,2025-09-04,22731,1582,500,189,8549
MP014118,CMP039,2025-09-05,45399,3123,978,283,23518
MP014119,CMP039,2025-09-06,42099,2735,643,99,10813
MP014120,CMP039,2025-09-07,47083,3330,635,186,22209
MP014121,CMP039,2025-09-08,7555,469,145,23,22102
MP014122,CMP039,2025-09-09,20419,1585,513,152,11903
MP014123,CMP039,2025-09-10,42876,1242,347,38,18747
MP014124,CMP039,2025-09-11,16699,364,89,21,20072
MP014125,CMP039,2025-09-12,41817,2534,846,134,6320
MP014126,CMP039,2025-09-13,19586,1502,257,74,23966
MP014127,CMP039,2025-09-14,9417,451,136,38,20718
MP014128,CMP039,2025-09-15,7560,390,106,36,13401
MP014129,CMP039,2025-09-16,22862,1018,302,38,8932
MP014130,CMP039,2025-09-17,40763,2252,378,42,8466
MP014131,CMP039,2025-09-18,27482,1087,334,54,19429
MP014132,CMP039,2025-09-19,16487,659,183,47,12489
MP014133,CMP039,2025-09-20,5965,171,57,6,22217
MP014134,CMP039,2025-09-21,37396,1302,367,100,14877
MP014135,CMP039,2025-09-22,16496,1203,237,25,9299
MP014136,CMP039,2025-09-23,15575,967,332,93,10888
MP014137,CMP039,2025-09-24,36771,2260,420,56,16267
MP014138,CMP039,2025-09-25,16012,818,159,30,7262
MP014139,CMP039,2025-09-26,12901,975,214,49,14410
MP014140,CMP039,2025-09-27,9442,583,136,27,22764
MP014141,CMP039,2025-09-28,15399,734,228,78,16973
MP014142,CMP039,2025-09-29,43190,2661,534,172,19442
MP014143,CMP039,2025-09-30,35550,1159,340,107,21676
MP014144,CMP039,2025-10-01,23029,1294,207,42,11183
MP014145,CMP039,2025-10-02,24739,1301,364,117,19429
MP014146,CMP039,2025-10-03,23771,599,167,40,22636
MP014147,CMP039,2025-10-04,20221,935,316,113,22497
MP014148,CMP039,2025-10-05,33616,2272,660,218,21513
MP014149,CMP039,2025-10-06,37095,1125,277,64,18125
MP014150,CMP039,2025-10-07,15373,935,172,53,8059
MP014151,CMP039,2025-10-08,37604,2719,604,159,5637
MP014152,CMP039,2025-10-09,26340,1020,346,110,5066
MP014153,CMP039,2025-10-10,40633,1075,182,68,5421
MP014154,CMP039,2025-10-11,6529,146,36,14,20430
MP014155,CMP039,2025-10-12,40417,1776,325,98,10127
MP014156,CMP039,2025-10-13,31779,1051,279,108,13196
MP014157,CMP039,2025-10-14,9633,744,235,29,11808
MP014158,CMP039,2025-10-15,17020,530,119,14,21882
MP014159,CMP039,2025-10-16,10797,854,178,31,9918
MP014160,CMP039,2025-10-17,15544,796,185,59,14538
MP014161,CMP039,2025-10-18,29192,1125,336,121,16469
MP014162,CMP039,2025-10-19,23585,1050,280,48,19538
MP014163,CMP039,2025-10-20,38993,2803,598,133,14263
MP014164,CMP039,2025-10-21,33703,2346,697,255,20063
MP014165,CMP039,2025-10-22,9969,665,178,18,18370
MP014166,CMP039,2025-10-23,30685,1755,461,161,23627
MP014167,CMP039,2025-10-24,42870,1925,352,35,17318
MP014168,CMP039,2025-10-25,12904,481,132,40,24964
MP014169,CMP039,2025-10-26,39857,1474,318,88,17315
MP014170,CMP039,2025-10-27,10596,785,150,35,24827
MP014171,CMP039,2025-10-28,18389,427,133,44,21966
MP014172,CMP039,2025-10-29,37358,866,282,36,10792
MP014173,CMP039,2025-10-30,37787,1069,205,80,7701
MP014174,CMP039,2025-10-31,15574,1230,287,55,15356
MP014175,CMP039,2025-11-01,41397,1284,379,92,20671
MP014176,CMP039,2025-11-02,9912,232,45,18,17739
MP014177,CMP039,2025-11-03,16230,498,164,36,8347
MP014178,CMP039,2025-11-04,44835,1714,355,75,18739
MP014179,CMP039,2025-11-05,13554,1062,288,64,14522
MP014180,CMP039,2025-11-06,20061,1398,302,99,11016
MP014181,CMP039,2025-11-07,37771,1795,283,40,10497
MP014182,CMP039,2025-11-08,28254,1992,365,43,6413
MP014183,CMP039,2025-11-09,22391,949,189,20,23432
MP014184,CMP039,2025-11-10,9559,744,151,47,8856
MP014185,CMP039,2025-11-11,15058,599,150,54,18019
MP014186,CMP039,2025-11-12,48156,2678,842,317,20285
MP014187,CMP039,2025-11-13,38624,1616,255,49,8195
MP014188,CMP039,2025-11-14,37125,1436,351,41,24968
MP014189,CMP039,2025-11-15,19159,1356,382,48,11983
MP014190,CMP039,2025-11-16,36906,2441,819,308,22532
MP014191,CMP039,2025-11-17,21899,1523,285,66,8332
MP014192,CMP039,2025-11-18,44024,2439,618,205,8265
MP014193,CMP039,2025-11-19,41478,2019,469,63,10025
MP014194,CMP039,2025-11-20,5187,363,88,27,18977
MP014195,CMP039,2025-11-21,27955,1070,362,101,16009
MP014196,CMP039,2025-11-22,10975,802,187,20,17229
MP014197,CMP039,2025-11-23,31420,1733,407,136,16370
MP014198,CMP039,2025-11-24,46538,3313,715,248,13263
MP014199,CMP039,2025-11-25,8572,272,43,17,20132
MP014200,CMP039,2025-11-26,28827,933,279,84,24935
MP014201,CMP039,2025-11-27,45448,2848,595,94,16130
MP014202,CMP039,2025-11-28,35972,2033,328,48,10724
MP014203,CMP039,2025-11-29,27041,1803,397,153,8855
MP014204,CMP039,2025-11-30,48390,1608,335,93,10529
MP014205,CMP039,2025-12-01,29433,1139,395,75,23681
MP014206,CMP039,2025-12-02,28968,1223,343,35,13102
MP014207,CMP039,2025-12-03,49626,1046,271,100,15393
MP014208,CMP039,2025-12-04,40773,1357,372,69,19022
MP014209,CMP039,2025-12-05,35763,2518,453,105,17293
MP014210,CMP039,2025-12-06,33949,2043,554,188,11267
MP014211,CMP039,2025-12-07,41931,882,245,64,7637
MP014212,CMP039,2025-12-08,31680,1045,295,29,18128
MP014213,CMP039,2025-12-09,32932,1028,257,86,14795
MP014214,CMP039,2025-12-10,5853,428,138,15,20040
MP014215,CMP039,2025-12-11,18672,1328,268,47,8649
MP014216,CMP039,2025-12-12,37737,2352,492,185,5492
MP014217,CMP039,2025-12-13,19254,1204,197,37,16660
MP014218,CMP039,2025-12-14,24903,1011,157,58,10973
MP014219,CMP039,2025-12-15,44000,1207,414,161,16864
MP014220,CMP039,2025-12-16,30056,1282,201,62,15646
MP014221,CMP039,2025-12-17,39248,1934,576,133,7324
MP014222,CMP039,2025-12-18,46890,2048,599,104,9154
MP014223,CMP039,2025-12-19,40241,1721,425,144,6112
MP014224,CMP039,2025-12-20,13766,413,136,27,16682
MP014225,CMP039,2025-12-21,9196,266,81,23,14832
MP014226,CMP039,2025-12-22,38492,2432,460,152,12951
MP014227,CMP039,2025-12-23,40410,997,238,91,13296
MP014228,CMP039,2025-12-24,30668,681,223,22,13613
MP014229,CMP039,2025-12-25,19998,1089,334,122,8437
MP014230,CMP039,2025-12-26,36911,2272,650,114,7634
MP014231,CMP039,2025-12-27,33674,1001,258,33,6093
MP014232,CMP039,2025-12-28,40462,1885,449,145,11585
MP014233,CMP039,2025-12-29,47271,1257,381,151,13223
MP014234,CMP039,2025-12-30,34285,2311,399,137,10883
MP014235,CMP039,2025-12-31,32645,1339,225,89,22544
MP014236,CMP040,2025-01-01,44890,3376,1004,284,15977
MP014237,CMP040,2025-01-02,38137,2072,409,153,20490
MP014238,CMP040,2025-01-03,43695,3335,988,373,21760
MP014239,CMP040,2025-01-04,10329,642,203,52,6413
MP014240,CMP040,2025-01-05,45887,2574,723,91,8436
MP014241,CMP040,2025-01-06,42641,3101,984,381,19594
MP014242,CMP040,2025-01-07,23732,1792,423,163,11361
MP014243,CMP040,2025-01-08,16841,421,123,40,21674
MP014244,CMP040,2025-01-09,26164,1123,249,83,14344
MP014245,CMP040,2025-01-10,36261,2617,415,91,6299
MP014246,CMP040,2025-01-11,39138,2182,704,156,23091
MP014247,CMP040,2025-01-12,38260,1546,390,108,17230
MP014248,CMP040,2025-01-13,32144,1222,375,129,12590
MP014249,CMP040,2025-01-14,15920,1192,297,75,15098
MP014250,CMP040,2025-01-15,10393,279,87,34,15543
MP014251,CMP040,2025-01-16,32904,1403,286,88,19874
MP014252,CMP040,2025-01-17,8359,634,105,32,17544
MP014253,CMP040,2025-01-18,15607,711,208,30,22689
MP014254,CMP040,2025-01-19,8724,550,98,23,24263
MP014255,CMP040,2025-01-20,14795,322,53,15,13350
MP014256,CMP040,2025-01-21,31086,1108,375,50,18840
MP014257,CMP040,2025-01-22,23191,1300,215,72,18167
MP014258,CMP040,2025-01-23,46588,2196,617,112,10264
MP014259,CMP040,2025-01-24,20646,1404,381,80,22653
MP014260,CMP040,2025-01-25,18801,1431,480,99,12368
MP014261,CMP040,2025-01-26,19859,579,119,26,10068
MP014262,CMP040,2025-01-27,28439,1152,302,71,23938
MP014263,CMP040,2025-01-28,49943,1672,506,94,5261
MP014264,CMP040,2025-01-29,30808,1495,446,126,11803
MP014265,CMP040,2025-01-30,21953,1462,448,66,6145
MP014266,CMP040,2025-01-31,42184,930,144,23,22594
MP014267,CMP040,2025-02-01,10401,208,33,3,11724
MP014268,CMP040,2025-02-02,15997,1084,269,77,18413
MP014269,CMP040,2025-02-03,10900,695,107,42,21758
MP014270,CMP040,2025-02-04,31610,2262,470,125,24016
MP014271,CMP040,2025-02-05,9554,591,106,41,20933
MP014272,CMP040,2025-02-06,32131,1349,203,29,24952
MP014273,CMP040,2025-02-07,24333,817,212,28,7787
MP014274,CMP040,2025-02-08,15101,438,138,20,16847
MP014275,CMP040,2025-02-09,18194,1117,218,79,15737
MP014276,CMP040,2025-02-10,43370,1507,472,65,24409
MP014277,CMP040,2025-02-11,35408,2326,729,172,8809
MP014278,CMP040,2025-02-12,29639,934,213,38,24858
MP014279,CMP040,2025-02-13,17447,783,252,28,8584
MP014280,CMP040,2025-02-14,48844,1174,371,133,20545
MP014281,CMP040,2025-02-15,49705,1176,205,48,20104
MP014282,CMP040,2025-02-16,24246,1115,268,28,22669
MP014283,CMP040,2025-02-17,19486,995,292,77,13694
MP014284,CMP040,2025-02-18,42651,1332,448,126,5312
MP014285,CMP040,2025-02-19,34869,1525,276,43,11715
MP014286,CMP040,2025-02-20,19590,627,203,40,12414
MP014287,CMP040,2025-02-21,22872,1682,507,146,10671
MP014288,CMP040,2025-02-22,11753,736,183,22,5977
MP014289,CMP040,2025-02-23,46767,1841,507,139,8427
MP014290,CMP040,2025-02-24,24540,708,203,37,23387
MP014291,CMP040,2025-02-25,31761,2057,504,185,23929
MP014292,CMP040,2025-02-26,41681,1598,336,111,19872
MP014293,CMP040,2025-02-27,49169,1772,596,92,19590
MP014294,CMP040,2025-02-28,39679,2403,376,57,22227
MP014295,CMP040,2025-03-01,23996,1903,604,165,12059
MP014296,CMP040,2025-03-02,28582,1321,380,121,5550
MP014297,CMP040,2025-03-03,9458,333,57,7,13603
MP014298,CMP040,2025-03-04,49351,3412,1114,289,9233
MP014299,CMP040,2025-03-05,26074,912,222,68,12753
MP014300,CMP040,2025-03-06,5494,151,46,13,17702
MP014301,CMP040,2025-03-07,28907,1134,315,124,20991
MP014302,CMP040,2025-03-08,8806,520,179,56,14501
MP014303,CMP040,2025-03-09,21789,1173,348,118,24248
MP014304,CMP040,2025-03-10,42198,1253,253,65,9843
MP014305,CMP040,2025-03-11,9608,196,37,3,11711
MP014306,CMP040,2025-03-12,38055,2994,936,93,19812
MP014307,CMP040,2025-03-13,9773,447,148,41,5726
MP014308,CMP040,2025-03-14,23876,746,128,21,8254
MP014309,CMP040,2025-03-15,5403,125,27,8,22738
MP014310,CMP040,2025-03-16,36793,2666,761,112,7649
MP014311,CMP040,2025-03-17,7650,612,98,25,14319
MP014312,CMP040,2025-03-18,41125,2589,709,146,10744
MP014313,CMP040,2025-03-19,27744,1941,460,156,21948
MP014314,CMP040,2025-03-20,30150,2267,412,64,10419
MP014315,CMP040,2025-03-21,45457,1134,361,118,15559
MP014316,CMP040,2025-03-22,22450,1029,360,48,20072
MP014317,CMP040,2025-03-23,10800,234,57,17,21314
MP014318,CMP040,2025-03-24,19077,675,156,59,18483
MP014319,CMP040,2025-03-25,42577,985,266,27,17448
MP014320,CMP040,2025-03-26,21461,1486,474,83,12875
MP014321,CMP040,2025-03-27,26916,2091,581,106,23400
MP014322,CMP040,2025-03-28,46465,3287,834,104,20142
MP014323,CMP040,2025-03-29,28877,1878,352,41,14966
MP014324,CMP040,2025-03-30,35450,2687,426,52,15032
MP014325,CMP040,2025-03-31,39148,1582,240,81,17803
MP014326,CMP040,2025-04-01,13503,743,174,27,16860
MP014327,CMP040,2025-04-02,27469,985,286,48,20074
MP014328,CMP040,2025-04-03,25117,944,283,57,10111
MP014329,CMP040,2025-04-04,30864,2178,734,114,9177
MP014330,CMP040,2025-04-05,27105,661,207,75,11823
MP014331,CMP040,2025-04-06,24928,1582,344,92,12721
MP014332,CMP040,2025-04-07,49574,1551,350,35,7336
MP014333,CMP040,2025-04-08,22043,1281,323,86,20818
MP014334,CMP040,2025-04-09,28820,2170,340,65,22374
MP014335,CMP040,2025-04-10,8682,507,170,35,7788
MP014336,CMP040,2025-04-11,40483,2100,670,109,7021
MP014337,CMP040,2025-04-12,18899,1390,261,31,8962
MP014338,CMP040,2025-04-13,6285,266,87,16,12090
MP014339,CMP040,2025-04-14,19274,458,114,13,24133
MP014340,CMP040,2025-04-15,40350,1025,301,105,12910
MP014341,CMP040,2025-04-16,21657,517,161,53,18398
MP014342,CMP040,2025-04-17,6293,153,52,17,21509
MP014343,CMP040,2025-04-18,24118,1847,546,154,17240
MP014344,CMP040,2025-04-19,26453,1596,394,58,10333
MP014345,CMP040,2025-04-20,28038,939,258,81,17784
MP014346,CMP040,2025-04-21,39247,2224,572,142,17000
MP014347,CMP040,2025-04-22,33490,2392,751,150,15214
MP014348,CMP040,2025-04-23,14276,880,176,48,21177
MP014349,CMP040,2025-04-24,27365,594,100,29,11887
MP014350,CMP040,2025-04-25,14596,1114,259,41,18363
MP014351,CMP040,2025-04-26,33916,1317,340,51,11128
MP014352,CMP040,2025-04-27,16343,418,116,35,6901
MP014353,CMP040,2025-04-28,45180,2358,442,92,21685
MP014354,CMP040,2025-04-29,11705,515,154,50,19748
MP014355,CMP040,2025-04-30,9962,493,96,32,5712
MP014356,CMP040,2025-05-01,19575,1042,272,90,19726
MP014357,CMP040,2025-05-02,45817,1818,333,55,13305
MP014358,CMP040,2025-05-03,8324,314,84,15,21952
MP014359,CMP040,2025-05-04,30116,2058,417,89,9802
MP014360,CMP040,2025-05-05,20010,539,142,35,16508
MP014361,CMP040,2025-05-06,18374,813,240,49,14750
MP014362,CMP040,2025-05-07,36661,2649,839,138,7044
MP014363,CMP040,2025-05-08,33470,1324,380,103,9681
MP014364,CMP040,2025-05-09,34755,2460,551,131,17726
MP014365,CMP040,2025-05-10,45764,3318,566,144,23160
MP014366,CMP040,2025-05-11,42354,2851,651,227,5934
MP014367,CMP040,2025-05-12,46959,1941,655,190,21719
MP014368,CMP040,2025-05-13,26017,1600,292,63,15222
MP014369,CMP040,2025-05-14,46782,1454,508,184,11534
MP014370,CMP040,2025-05-15,31754,1724,497,153,8750
MP014371,CMP040,2025-05-16,45898,1003,267,66,5772
MP014372,CMP040,2025-05-17,25764,1325,238,35,16375
MP014373,CMP040,2025-05-18,28137,1307,245,29,21178
MP014374,CMP040,2025-05-19,24596,1709,576,196,9018
MP014375,CMP040,2025-05-20,41857,2971,856,280,8421
MP014376,CMP040,2025-05-21,10661,594,160,49,24928
MP014377,CMP040,2025-05-22,6803,168,56,7,21475
MP014378,CMP040,2025-05-23,33729,2381,421,117,19949
MP014379,CMP040,2025-05-24,5513,150,45,6,18587
MP014380,CMP040,2025-05-25,38227,1639,573,86,16669
MP014381,CMP040,2025-05-26,31604,977,311,64,11098
MP014382,CMP040,2025-05-27,8949,577,92,20,7266
MP014383,CMP040,2025-05-28,11325,639,218,74,24991
MP014384,CMP040,2025-05-29,5688,288,60,13,15934
MP014385,CMP040,2025-05-30,14972,1173,278,97,9108
MP014386,CMP040,2025-05-31,9403,492,163,44,7738
MP014387,CMP040,2025-06-01,43140,867,163,58,13102
MP014388,CMP040,2025-06-02,16345,834,151,17,20526
MP014389,CMP040,2025-06-03,21149,680,189,46,16975
MP014390,CMP040,2025-06-04,45858,1490,284,51,12867
MP014391,CMP040,2025-06-05,7341,559,108,29,21669
MP014392,CMP040,2025-06-06,45184,3211,543,137,18425
MP014393,CMP040,2025-06-07,21467,847,147,42,9511
MP014394,CMP040,2025-06-08,10152,261,80,28,14169
MP014395,CMP040,2025-06-09,30893,1046,353,139,7184
MP014396,CMP040,2025-06-10,9662,730,207,68,19905
MP014397,CMP040,2025-06-11,6059,454,76,25,22608
MP014398,CMP040,2025-06-12,37436,2937,654,154,5655
MP014399,CMP040,2025-06-13,49733,2302,499,124,16849
MP014400,CMP040,2025-06-14,45592,1687,308,100,8493
MP014401,CMP040,2025-06-15,19571,585,106,32,14578
MP014402,CMP040,2025-06-16,34048,687,230,47,13385
MP014403,CMP040,2025-06-17,11771,476,116,12,16207
MP014404,CMP040,2025-06-18,23238,476,128,38,13328
MP014405,CMP040,2025-06-19,36640,1180,343,105,17602
MP014406,CMP040,2025-06-20,13512,915,287,62,11287
MP014407,CMP040,2025-06-21,31806,1758,319,55,7888
MP014408,CMP040,2025-06-22,24371,1169,406,159,12664
MP014409,CMP040,2025-06-23,45347,2058,591,225,5273
MP014410,CMP040,2025-06-24,35704,1261,388,40,19438
MP014411,CMP040,2025-06-25,39863,1821,450,177,14077
MP014412,CMP040,2025-06-26,26578,1628,398,45,10792
MP014413,CMP040,2025-06-27,13661,438,121,42,17414
MP014414,CMP040,2025-06-28,49952,1022,186,24,23153
MP014415,CMP040,2025-06-29,8563,604,186,45,20889
MP014416,CMP040,2025-06-30,13290,608,113,39,24353
MP014417,CMP040,2025-07-01,17579,932,204,77,13880
MP014418,CMP040,2025-07-02,27995,810,271,31,18290
MP014419,CMP040,2025-07-03,33839,1677,403,122,9710
MP014420,CMP040,2025-07-04,9282,192,63,12,5487
MP014421,CMP040,2025-07-05,32255,1072,345,69,14674
MP014422,CMP040,2025-07-06,18100,1365,256,27,22001
MP014423,CMP040,2025-07-07,21790,777,200,48,16333
MP014424,CMP040,2025-07-08,22666,832,182,47,12808
MP014425,CMP040,2025-07-09,27125,973,321,65,23530
MP014426,CMP040,2025-07-10,34901,1212,260,92,18742
MP014427,CMP040,2025-07-11,39091,2868,628,104,10285
MP014428,CMP040,2025-07-12,26789,2134,433,129,5860
MP014429,CMP040,2025-07-13,17074,713,220,79,13570
MP014430,CMP040,2025-07-14,47666,2573,392,63,12538
MP014431,CMP040,2025-07-15,38936,1821,524,80,12199
MP014432,CMP040,2025-07-16,36248,762,200,53,21190
MP014433,CMP040,2025-07-17,37182,2115,388,58,10977
MP014434,CMP040,2025-07-18,10407,372,60,7,15006
MP014435,CMP040,2025-07-19,5800,440,85,14,14215
MP014436,CMP040,2025-07-20,13707,322,72,14,22858
MP014437,CMP040,2025-07-21,36363,1590,521,129,17220
MP014438,CMP040,2025-07-22,18775,1110,379,41,6780
MP014439,CMP040,2025-07-23,13209,363,94,30,18479
MP014440,CMP040,2025-07-24,20721,1526,329,83,17372
MP014441,CMP040,2025-07-25,32230,1802,413,122,11184
MP014442,CMP040,2025-07-26,31679,2417,535,182,17296
MP014443,CMP040,2025-07-27,45816,2161,639,81,24849
MP014444,CMP040,2025-07-28,42814,2820,978,261,8742
MP014445,CMP040,2025-07-29,19408,1022,228,62,15510
MP014446,CMP040,2025-07-30,21228,754,212,84,21296
MP014447,CMP040,2025-07-31,17444,1354,364,110,15210
MP014448,CMP040,2025-08-01,15234,858,181,23,21498
MP014449,CMP040,2025-08-02,47422,3174,1013,302,8564
MP014450,CMP040,2025-08-03,31054,1478,425,100,12990
MP014451,CMP040,2025-08-04,24622,870,261,30,24766
MP014452,CMP040,2025-08-05,10355,306,66,14,8683
